@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
2713,'2020/01/08 01:58:31:175',58,216.667847,237.712067,191.933701,236.184357,?,?,?,?
2714,'2020/01/08 01:58:31:225',58,216.816345,237.698303,191.92099,236.207047,?,?,?,?
2715,'2020/01/08 01:58:31:274',58,216.941177,237.757736,191.936768,236.079193,?,?,?,?
2716,'2020/01/08 01:58:31:339',58,216.994186,237.763657,192.050293,236.054077,?,?,?,?
2717,'2020/01/08 01:58:31:425',58,217.103149,237.822418,192.106949,235.968979,?,?,?,?
2718,'2020/01/08 01:58:31:475',58,217.098129,237.813217,192.226715,236.061905,?,?,?,?
2719,'2020/01/08 01:58:31:524',58,217.113693,237.776871,192.324982,236.151489,?,?,?,?
2720,'2020/01/08 01:58:31:589',58,217.294815,237.857285,192.13269,236.195862,?,?,?,?
2721,'2020/01/08 01:58:31:675',58,217.408875,237.908386,192.125519,236.133362,?,?,?,?
2722,'2020/01/08 01:58:31:724',58,217.381683,237.897552,192.260422,236.138321,?,?,?,?
2723,'2020/01/08 01:58:31:775',58,217.360611,237.933502,192.42038,236.092682,?,?,?,?
2724,'2020/01/08 01:58:31:875',58,217.378326,237.908829,192.528244,236.081512,?,?,?,?
2725,'2020/01/08 01:58:31:925',58,217.442719,238.003082,192.578629,236.024658,?,?,?,?
2726,'2020/01/08 01:58:31:974',58,217.378967,238.052673,192.751389,235.911163,?,?,?,?
2727,'2020/01/08 01:58:32:025',58,217.397705,238.031265,192.84549,235.921982,?,?,?,?
2728,'2020/01/08 01:58:32:089',58,217.394562,238.06105,192.747849,235.902039,?,?,?,?
2729,'2020/01/08 01:58:32:175',58,217.48381,238.049088,192.644287,235.902939,?,?,?,?
2730,'2020/01/08 01:58:42:874',59,340.130951,95.661201,173.95137,252.263641,?,?,?,?
2731,'2020/01/08 01:58:42:974',59,340.835114,95.158646,173.701767,252.047516,?,?,?,?
2732,'2020/01/08 01:58:44:224',59,341.690247,94.624588,173.219635,251.992767,?,?,?,?
2733,'2020/01/08 01:58:44:324',59,342.471924,93.978958,172.82605,252.195404,?,?,?,?
2734,'2020/01/08 01:58:44:524',59,343.24884,93.367485,172.346283,252.406693,?,?,?,?
2735,'2020/01/08 01:58:45:636',59,344.141571,92.387436,171.929337,252.995026,?,?,?,?
2736,'2020/01/08 01:58:46:924',59,344.983673,91.331238,171.618469,253.70192,?,?,?,?
2737,'2020/01/08 01:58:47:924',59,345.775421,90.257874,171.472,254.564514,?,?,?,?
2738,'2020/01/08 01:58:48:775',59,346.673889,89.399727,171.255554,255.236877,?,?,?,?
2739,'2020/01/08 01:58:49:524',59,347.511261,88.412277,171.381927,255.735229,?,?,?,?
2740,'2020/01/08 01:58:50:086',59,348.808197,87.842888,170.83728,256.006958,?,?,?,?
2741,'2020/01/08 01:58:50:727',59,350.272675,87.328964,169.925644,256.528473,?,?,?,?
2742,'2020/01/08 01:58:50:824',59,351.447906,86.901863,169.321716,256.959473,?,?,?,?
2743,'2020/01/08 01:58:50:924',59,352.641693,86.48381,168.671661,257.255707,?,?,?,?
2744,'2020/01/08 01:58:50:974',59,353.93866,86.000732,168.034973,257.603943,?,?,?,?
2745,'2020/01/08 01:58:51:074',59,355.355621,85.585342,167.335892,258.084137,?,?,?,?
2746,'2020/01/08 01:58:51:126',59,356.648254,85.378166,166.665741,258.250519,?,?,?,?
2747,'2020/01/08 01:58:51:224',59,357.746796,84.584229,166.298279,258.804932,?,?,?,?
2748,'2020/01/08 01:58:51:274',59,358.261292,84.824638,166.166,258.992798,?,?,?,?
2749,'2020/01/08 01:58:51:374',59,358.773682,84.865601,166.281097,259.477051,?,?,?,?
2750,'2020/01/08 01:58:51:474',59,359.280273,84.963402,166.321411,259.789948,?,?,?,?
2751,'2020/01/08 01:58:52:574',59,359.654999,85.198753,166.231674,260.023193,?,?,?,?
2752,'2020/01/08 01:58:53:874',59,360.018616,85.362602,166.135895,260.115265,?,?,?,?
2753,'2020/01/08 01:58:54:874',59,360.291443,85.289177,166.146667,260.262665,?,?,?,?
2754,'2020/01/08 01:58:55:725',59,360.520111,85.18029,166.327744,260.485229,?,?,?,?
2755,'2020/01/08 01:58:56:487',59,360.774719,85.457756,166.300369,260.286346,?,?,?,?
2756,'2020/01/08 01:58:57:073',59,361.12796,85.682327,166.218246,260.031281,?,?,?,?
2757,'2020/01/08 01:58:57:273',59,361.592682,85.99334,165.950623,259.519226,?,?,?,?
2758,'2020/01/08 01:58:57:923',59,361.976868,86.433495,165.543808,258.940216,?,?,?,?
2759,'2020/01/08 01:58:57:989',59,362.382019,86.672882,165.093063,258.636719,?,?,?,?
2760,'2020/01/08 01:58:58:073',59,362.522308,86.777344,164.92572,258.508331,?,?,?,?
2761,'2020/01/08 01:58:58:139',59,362.502747,86.88073,165.103043,258.050537,?,?,?,?
2762,'2020/01/08 01:58:58:224',59,362.572449,87.081108,165.187927,257.646912,?,?,?,?
2763,'2020/01/08 01:58:58:273',59,362.73819,87.373077,165.136017,257.272156,?,?,?,?
2764,'2020/01/08 01:58:58:335',59,362.80069,87.73008,165.070709,256.845367,?,?,?,?
2765,'2020/01/08 01:58:58:423',59,362.787354,88.248825,164.993423,256.116791,?,?,?,?
2766,'2020/01/08 01:58:58:473',59,362.782898,88.664711,164.986816,255.652878,?,?,?,?
2767,'2020/01/08 01:58:58:523',59,362.752075,89.030785,165.01001,255.18985,?,?,?,?
2768,'2020/01/08 01:58:58:577',59,362.796143,89.216522,164.985809,254.916718,?,?,?,?
2769,'2020/01/08 01:58:58:674',59,362.837952,89.526443,164.923767,254.463531,?,?,?,?
2770,'2020/01/08 01:58:58:723',59,363.016052,89.787193,164.731827,253.984726,?,?,?,?
2771,'2020/01/08 01:58:58:776',59,363.117676,90.241806,164.511383,253.291092,?,?,?,?
2772,'2020/01/08 01:58:58:873',59,363.177917,90.463722,164.483856,252.975357,?,?,?,?
2773,'2020/01/08 01:58:58:923',59,363.275726,90.783905,164.439072,252.590942,?,?,?,?
2774,'2020/01/08 01:58:58:973',59,363.422424,91.105392,164.310181,252.122726,?,?,?,?
2775,'2020/01/08 01:58:59:024',59,363.616394,91.260475,164.091431,251.851608,?,?,?,?
2776,'2020/01/08 01:58:59:076',59,363.721283,91.47406,164.04187,251.673904,?,?,?,?
2777,'2020/01/08 01:58:59:126',59,363.743317,91.573471,164.007401,251.594238,?,?,?,?
2778,'2020/01/08 01:58:59:187',59,363.784882,91.530968,164.065887,251.610168,?,?,?,?
2779,'2020/01/08 01:58:59:273',59,363.75885,91.759483,164.116547,251.296097,?,?,?,?
2780,'2020/01/08 01:58:59:323',59,363.800934,92.093132,163.981827,250.818436,?,?,?,?
2781,'2020/01/08 01:58:59:373',59,363.840698,92.449585,163.870377,250.35817,?,?,?,?
2782,'2020/01/08 01:58:59:431',59,363.820587,92.834854,163.785004,249.805618,?,?,?,?
2783,'2020/01/08 01:58:59:482',59,364.4776,93.162506,163.459412,249.521881,?,?,?,?
2784,'2020/01/08 01:58:59:573',59,365.02713,93.45182,163.294769,249.245346,?,?,?,?
2785,'2020/01/08 01:58:59:623',59,365.384644,93.670692,163.404205,249.083389,?,?,?,?
2786,'2020/01/08 01:58:59:674',59,365.712158,93.83287,163.528336,248.98909,?,?,?,?
2787,'2020/01/08 01:58:59:726',59,366.016418,93.947998,163.644745,248.856613,?,?,?,?
2788,'2020/01/08 01:58:59:823',59,366.319183,94.173882,163.698425,248.667435,?,?,?,?
2789,'2020/01/08 01:58:59:873',59,366.689331,94.469986,163.666321,248.43306,?,?,?,?
2790,'2020/01/08 01:58:59:923',59,366.950226,94.779839,163.719055,248.259171,?,?,?,?
2791,'2020/01/08 01:58:59:975',59,366.941437,94.849152,163.796906,248.298477,?,?,?,?
2792,'2020/01/08 01:59:00:025',59,366.886292,94.854874,163.80603,248.172424,?,?,?,?
2793,'2020/01/08 01:59:00:089',59,366.815216,94.996826,163.808289,247.959229,?,?,?,?
2794,'2020/01/08 01:59:00:173',59,366.744141,95.138786,163.810562,247.746017,?,?,?,?
2795,'2020/01/08 01:59:00:223',59,366.739502,95.203743,163.78688,247.632828,?,?,?,?
2796,'2020/01/08 01:59:58:971',60,419.399719,89.791351,208.232635,291.214569,?,?,?,?
2797,'2020/01/08 01:59:59:121',60,419.404266,89.845497,208.230225,291.32196,?,?,?,?
2798,'2020/01/08 02:00:00:171',60,419.383667,89.824226,208.190826,291.43161,?,?,?,?
2799,'2020/01/08 02:00:00:379',60,419.334076,89.866745,208.237366,291.557587,?,?,?,?
2800,'2020/01/08 02:00:00:471',60,419.285278,89.905502,208.296158,291.669586,?,?,?,?
2801,'2020/01/08 02:00:00:529',60,419.235596,89.895844,208.322113,291.894135,?,?,?,?
2802,'2020/01/08 02:00:00:621',60,419.162201,89.946846,208.375793,292.276459,?,?,?,?
2803,'2020/01/08 02:00:00:721',60,419.194733,90.055702,208.402206,292.220337,?,?,?,?
2804,'2020/01/08 02:00:00:771',60,419.263672,90.050934,208.380615,292.199036,?,?,?,?
2805,'2020/01/08 02:00:00:831',60,419.345062,90.04612,208.334976,292.19101,?,?,?,?
2806,'2020/01/08 02:00:00:921',60,419.458282,90.041595,208.245392,292.127747,?,?,?,?
2807,'2020/01/08 02:00:00:973',60,419.466614,90.018478,208.219971,292.096405,?,?,?,?
2808,'2020/01/08 02:00:01:071',60,419.562378,89.978287,208.1492,291.900635,?,?,?,?
2809,'2020/01/08 02:00:01:121',60,419.618591,89.953133,208.120071,291.746735,?,?,?,?
2810,'2020/01/08 02:00:01:185',60,419.63205,89.931229,208.142395,291.467743,?,?,?,?
2811,'2020/01/08 02:00:01:271',60,419.613892,89.958359,208.140549,291.415039,?,?,?,?
2812,'2020/01/08 02:00:01:321',60,419.616852,90.005028,208.179047,291.453918,?,?,?,?
2813,'2020/01/08 02:00:01:421',60,419.624207,89.985466,208.154343,291.559753,?,?,?,?
2814,'2020/01/08 02:00:01:471',60,419.681885,89.952782,208.097382,291.576874,?,?,?,?
2815,'2020/01/08 02:00:01:524',60,419.664978,89.913536,208.093216,291.725922,?,?,?,?
2816,'2020/01/08 02:00:01:621',60,419.795166,89.897873,208.059982,291.444489,?,?,?,?
2817,'2020/01/08 02:00:01:671',60,419.774109,89.887978,208.073196,291.269623,?,?,?,?
2818,'2020/01/08 02:00:01:721',60,419.741455,89.939377,208.146774,291.080566,?,?,?,?
2819,'2020/01/08 02:00:01:784',60,419.769409,89.930084,208.120255,290.939026,?,?,?,?
2820,'2020/01/08 02:00:01:871',60,419.79657,89.924568,208.081467,290.811493,?,?,?,?
2821,'2020/01/08 02:00:01:921',60,419.806946,89.96328,208.07254,290.548004,?,?,?,?
2822,'2020/01/08 02:00:01:972',60,419.732513,89.955429,208.109894,290.235168,?,?,?,?
2823,'2020/01/08 02:00:02:024',60,419.661407,89.952042,208.113632,290.423248,?,?,?,?
2824,'2020/01/08 02:00:02:121',60,419.515442,89.947044,208.140366,290.610992,?,?,?,?
2825,'2020/01/08 02:00:02:171',60,419.357025,89.942093,208.191147,290.785461,?,?,?,?
2826,'2020/01/08 02:00:02:221',60,419.250305,89.975586,208.255035,291.033813,?,?,?,?
2827,'2020/01/08 02:00:02:271',60,419.201965,89.946289,208.288177,291.090698,?,?,?,?
2828,'2020/01/08 02:00:02:329',60,419.106445,89.96579,208.354095,291.230499,?,?,?,?
2829,'2020/01/08 02:00:02:384',60,419.048676,89.972656,208.37265,291.380341,?,?,?,?
2830,'2020/01/08 02:00:02:471',60,418.994446,89.967422,208.37207,291.80191,?,?,?,?
2831,'2020/01/08 02:00:02:521',60,418.971039,89.938095,208.37085,291.896515,?,?,?,?
2832,'2020/01/08 02:00:02:571',60,418.937592,89.869102,208.349472,292.100464,?,?,?,?
2833,'2020/01/08 02:00:02:631',60,418.896484,89.798004,208.340027,292.288422,?,?,?,?
2834,'2020/01/08 02:00:02:721',60,418.822601,89.704353,208.345016,292.514587,?,?,?,?
2835,'2020/01/08 02:00:02:771',60,418.713684,89.614449,208.376328,292.642426,?,?,?,?
2836,'2020/01/08 02:00:02:821',60,418.618866,89.553253,208.378662,292.863495,?,?,?,?
2837,'2020/01/08 02:00:02:876',60,418.537872,89.466476,208.38324,293.167755,?,?,?,?
2838,'2020/01/08 02:00:02:933',60,418.548798,89.36367,208.340469,293.411316,?,?,?,?
2839,'2020/01/08 02:00:03:021',60,418.502014,89.233994,208.361786,293.699371,?,?,?,?
2840,'2020/01/08 02:00:03:071',60,418.478882,89.091934,208.346832,293.953033,?,?,?,?
2841,'2020/01/08 02:00:03:121',60,418.454346,88.975815,208.351151,294.243652,?,?,?,?
2842,'2020/01/08 02:00:03:171',60,418.496124,88.869209,208.326492,294.441467,?,?,?,?
2843,'2020/01/08 02:00:03:234',60,419.280579,88.736366,207.48941,294.338715,?,?,?,?
2844,'2020/01/08 02:00:03:321',60,420.057831,88.621132,206.748871,294.306274,?,?,?,?
2845,'2020/01/08 02:00:03:371',60,420.835052,88.505898,206.008316,294.273865,?,?,?,?
2846,'2020/01/08 02:00:03:421',60,421.081696,88.364647,205.806549,294.160126,?,?,?,?
2847,'2020/01/08 02:00:03:471',60,421.249603,88.286278,205.656174,294.09787,?,?,?,?
2848,'2020/01/08 02:00:03:522',60,421.383331,88.19812,205.503357,294.154724,?,?,?,?
2849,'2020/01/08 02:00:03:586',60,421.517029,88.10997,205.35054,294.211578,?,?,?,?
2850,'2020/01/08 02:00:03:671',60,421.698425,88.015823,205.195663,294.086426,?,?,?,?
2851,'2020/01/08 02:00:03:721',60,421.851959,87.941818,205.053986,294.248047,?,?,?,?
2852,'2020/01/08 02:00:03:771',60,422.008606,87.896172,204.928482,294.283539,?,?,?,?
2853,'2020/01/08 02:00:03:821',60,422.132233,87.891411,204.822388,294.279266,?,?,?,?
2854,'2020/01/08 02:00:03:873',60,422.27066,87.854111,204.717636,294.337067,?,?,?,?
2855,'2020/01/08 02:00:03:928',60,422.449127,87.810234,204.566284,294.343414,?,?,?,?
2856,'2020/01/08 02:00:04:021',60,422.643188,87.764275,204.389771,294.380646,?,?,?,?
2857,'2020/01/08 02:00:04:071',60,422.83728,87.718307,204.213257,294.417877,?,?,?,?
2858,'2020/01/08 02:00:04:121',60,422.982391,87.65358,204.053741,294.518036,?,?,?,?
2859,'2020/01/08 02:05:05:309',61,212.593475,4.925924,162.575424,226.500916,?,?,?,?
2860,'2020/01/08 02:05:05:367',61,213.508026,5.050605,161.714722,226.197571,?,?,?,?
2861,'2020/01/08 02:05:05:422',61,214.422577,5.175287,160.854034,225.894226,?,?,?,?
2862,'2020/01/08 02:05:05:508',61,215.337112,5.299969,159.993347,225.590881,?,?,?,?
2863,'2020/01/08 02:05:05:558',61,216.118469,5.360015,159.272064,225.38945,?,?,?,?
2864,'2020/01/08 02:05:05:608',61,216.899826,5.420061,158.550781,225.188004,?,?,?,?
2865,'2020/01/08 02:05:05:658',61,217.681168,5.480108,157.829498,224.986557,?,?,?,?
2866,'2020/01/08 02:05:05:708',61,218.462524,5.540154,157.1082,224.78511,?,?,?,?
2867,'2020/01/08 02:05:05:763',61,218.61763,5.678711,157.066254,224.668808,?,?,?,?
2868,'2020/01/08 02:05:05:820',61,218.77272,5.817267,157.024307,224.55249,?,?,?,?
2869,'2020/01/08 02:05:05:908',61,218.927826,5.955824,156.982361,224.436188,?,?,?,?
2870,'2020/01/08 02:05:05:958',61,219.082916,6.09438,156.940414,224.31987,?,?,?,?
2871,'2020/01/08 02:05:06:008',61,219.238007,6.232937,156.898453,224.203568,?,?,?,?
2872,'2020/01/08 02:05:06:058',61,219.393112,6.371493,156.856506,224.08725,?,?,?,?
2873,'2020/01/08 02:05:06:108',61,219.548203,6.51005,156.81456,223.970947,?,?,?,?
2874,'2020/01/08 02:05:06:158',61,219.703308,6.648606,156.772614,223.85463,?,?,?,?
2875,'2020/01/08 02:05:06:208',61,219.858398,6.787163,156.730667,223.738327,?,?,?,?
2876,'2020/01/08 02:05:06:260',61,219.709595,6.890866,156.894562,223.71315,?,?,?,?
2877,'2020/01/08 02:05:06:321',61,219.362411,6.787238,157.148575,223.834503,?,?,?,?
2878,'2020/01/08 02:05:06:408',61,219.015228,6.683609,157.402603,223.955841,?,?,?,?
2879,'2020/01/08 02:05:06:458',61,218.57814,6.584122,157.747849,224.148895,?,?,?,?
2880,'2020/01/08 02:05:06:508',61,218.141052,6.484634,158.093094,224.341934,?,?,?,?
2881,'2020/01/08 02:05:06:558',61,217.703949,6.385146,158.438339,224.534973,?,?,?,?
2882,'2020/01/08 02:05:06:608',61,217.266861,6.285658,158.783585,224.728012,?,?,?,?
2883,'2020/01/08 02:05:06:658',61,216.962967,6.250806,158.989426,224.819153,?,?,?,?
2884,'2020/01/08 02:05:06:715',61,216.659073,6.215953,159.195267,224.910294,?,?,?,?
2885,'2020/01/08 02:05:06:772',61,216.355164,6.181101,159.401108,225.001434,?,?,?,?
2886,'2020/01/08 02:05:06:858',61,216.05127,6.146248,159.606949,225.09259,?,?,?,?
2887,'2020/01/08 02:05:06:908',61,215.747375,6.111395,159.81279,225.183731,?,?,?,?
2888,'2020/01/08 02:05:06:958',61,215.443481,6.076543,160.018631,225.274872,?,?,?,?
2889,'2020/01/08 02:05:07:008',61,215.139587,6.04169,160.224472,225.366013,?,?,?,?
2890,'2020/01/08 02:05:07:058',61,214.835678,6.006837,160.430328,225.457153,?,?,?,?
2891,'2020/01/08 02:05:07:112',61,214.531784,5.971985,160.636169,225.548294,?,?,?,?
2892,'2020/01/08 02:05:07:171',61,214.433411,5.718659,160.704178,225.850998,?,?,?,?
2893,'2020/01/08 02:05:07:258',61,214.335037,5.465333,160.772202,226.153702,?,?,?,?
2894,'2020/01/08 02:05:07:308',61,214.236664,5.212008,160.840225,226.456406,?,?,?,?
2895,'2020/01/08 02:05:07:358',61,214.13829,4.958682,160.908234,226.759109,?,?,?,?
2896,'2020/01/08 02:05:17:818',62,71.931038,97.960579,217.925629,265.986389,?,?,?,?
2897,'2020/01/08 02:05:17:868',62,71.943893,97.916779,217.91684,265.919525,?,?,?,?
2898,'2020/01/08 02:05:17:958',62,71.946152,97.847366,217.917435,266.034637,?,?,?,?
2899,'2020/01/08 02:05:18:008',62,71.948402,97.777962,217.918015,266.149719,?,?,?,?
2900,'2020/01/08 02:05:18:058',62,71.936539,97.656837,217.917892,266.239349,?,?,?,?
2901,'2020/01/08 02:05:18:108',62,71.863358,97.519142,218.046875,266.477722,?,?,?,?
2902,'2020/01/08 02:05:18:164',62,71.810043,97.372795,218.139206,266.775208,?,?,?,?
2903,'2020/01/08 02:05:18:221',62,71.751457,97.17038,218.244263,267.067627,?,?,?,?
2904,'2020/01/08 02:05:18:308',62,71.73111,97.070198,218.281342,267.227295,?,?,?,?
2905,'2020/01/08 02:05:18:358',62,71.753487,96.907753,218.230484,267.394531,?,?,?,?
2906,'2020/01/08 02:05:18:408',62,71.775871,96.745316,218.179626,267.561737,?,?,?,?
2907,'2020/01/08 02:05:18:458',62,71.748131,96.645325,218.159912,267.802307,?,?,?,?
2908,'2020/01/08 02:05:18:508',62,71.726646,96.473785,218.140762,268.039154,?,?,?,?
2909,'2020/01/08 02:05:18:564',62,71.727806,96.27343,218.103699,268.308624,?,?,?,?
2910,'2020/01/08 02:05:18:615',62,71.727295,96.046539,218.031677,268.616089,?,?,?,?
2911,'2020/01/08 02:05:18:708',62,71.726341,95.883705,218.032944,268.899353,?,?,?,?
2912,'2020/01/08 02:05:18:758',62,71.683968,95.704987,218.085724,269.252991,?,?,?,?
2913,'2020/01/08 02:05:18:808',62,71.612396,95.649841,218.180496,269.561523,?,?,?,?
2914,'2020/01/08 02:05:18:858',62,71.555405,95.503571,218.257477,269.944305,?,?,?,?
2915,'2020/01/08 02:05:18:910',62,71.574364,95.565125,218.279068,270.033051,?,?,?,?
2916,'2020/01/08 02:05:18:971',62,71.63044,95.638618,218.239594,270.123535,?,?,?,?
2917,'2020/01/08 02:05:19:057',62,71.629936,95.604744,218.249832,270.327148,?,?,?,?
2918,'2020/01/08 02:05:19:108',62,71.656464,95.64492,218.256256,270.422424,?,?,?,?
2919,'2020/01/08 02:05:19:158',62,71.682999,95.685097,218.262695,270.51767,?,?,?,?
2920,'2020/01/08 02:05:19:208',62,71.705894,95.739517,218.301666,270.518097,?,?,?,?
2921,'2020/01/08 02:05:19:263',62,71.785736,95.723465,218.238815,270.628082,?,?,?,?
2922,'2020/01/08 02:05:19:320',62,71.845703,95.716064,218.212616,270.678955,?,?,?,?
2923,'2020/01/08 02:05:19:408',62,71.925018,95.7658,218.205032,270.679993,?,?,?,?
2924,'2020/01/08 02:05:19:458',62,71.985565,95.824661,218.144852,270.707275,?,?,?,?
2925,'2020/01/08 02:05:19:507',62,71.934845,95.823906,218.196762,270.875122,?,?,?,?
2926,'2020/01/08 02:05:19:558',62,71.884125,95.823151,218.248657,271.042969,?,?,?,?
2927,'2020/01/08 02:05:19:608',62,71.87558,95.783531,218.288834,271.133636,?,?,?,?
2928,'2020/01/08 02:05:19:668',62,71.79097,95.810905,218.36438,271.228821,?,?,?,?
2929,'2020/01/08 02:05:19:758',62,71.70636,95.83828,218.439911,271.324036,?,?,?,?
2930,'2020/01/08 02:05:19:808',62,71.63829,95.899422,218.563889,271.396332,?,?,?,?
2931,'2020/01/08 02:05:19:857',62,71.635292,95.953293,218.594559,271.387512,?,?,?,?
2932,'2020/01/08 02:05:19:907',62,71.632301,96.007172,218.625229,271.378723,?,?,?,?
2933,'2020/01/08 02:05:19:958',62,71.61734,95.901001,218.621735,271.514618,?,?,?,?
2934,'2020/01/08 02:05:20:012',62,71.603096,95.999802,218.556732,271.475311,?,?,?,?
2935,'2020/01/08 02:05:20:070',62,71.588852,96.098595,218.491714,271.436035,?,?,?,?
2936,'2020/01/08 02:05:20:158',62,71.582054,96.316513,218.42157,271.234436,?,?,?,?
2937,'2020/01/08 02:05:20:207',62,71.581161,96.305046,218.336517,271.295624,?,?,?,?
2938,'2020/01/08 02:05:20:257',62,71.585838,96.278648,218.209915,271.297882,?,?,?,?
2939,'2020/01/08 02:05:20:308',62,71.563179,96.140785,218.172043,271.462341,?,?,?,?
2940,'2020/01/08 02:05:20:362',62,71.543716,96.109703,218.07991,271.550446,?,?,?,?
2941,'2020/01/08 02:05:35:357',63,219.412537,261.518097,190.582672,209.173767,?,?,?,?
2942,'2020/01/08 02:05:35:407',63,219.548874,261.616272,190.493362,209.023117,?,?,?,?
2943,'2020/01/08 02:05:35:457',63,219.667313,261.695648,190.385681,208.821823,?,?,?,?
2944,'2020/01/08 02:05:35:514',63,219.802933,261.81488,190.221985,208.552338,?,?,?,?
2945,'2020/01/08 02:05:35:572',63,219.890564,261.967834,190.160934,208.341339,?,?,?,?
2946,'2020/01/08 02:05:35:657',63,219.991058,262.099731,190.100769,208.150177,?,?,?,?
2947,'2020/01/08 02:05:35:707',63,220.027084,262.21106,190.167084,208.078354,?,?,?,?
2948,'2020/01/08 02:05:35:757',63,220.081329,262.349518,190.190063,207.843933,?,?,?,?
2949,'2020/01/08 02:05:35:807',63,220.016907,262.486237,190.290115,207.696548,?,?,?,?
2950,'2020/01/08 02:05:35:857',63,219.936096,262.653046,190.410233,207.485107,?,?,?,?
2951,'2020/01/08 02:05:35:915',63,219.930939,262.8414,190.524246,207.296677,?,?,?,?
2952,'2020/01/08 02:05:36:007',63,219.961319,262.970734,190.56131,207.152161,?,?,?,?
2953,'2020/01/08 02:05:36:057',63,219.985703,263.089691,190.598785,207.032059,?,?,?,?
2954,'2020/01/08 02:05:36:107',63,220.002869,263.175293,190.571472,206.985596,?,?,?,?
2955,'2020/01/08 02:05:36:157',63,220.022308,263.21344,190.560638,206.899918,?,?,?,?
2956,'2020/01/08 02:05:36:207',63,219.983521,263.279541,190.61821,206.77063,?,?,?,?
2957,'2020/01/08 02:05:36:266',63,220.022781,263.342712,190.586609,206.684326,?,?,?,?
2958,'2020/01/08 02:05:36:357',63,220.059616,263.361389,190.474548,206.505112,?,?,?,?
2959,'2020/01/08 02:05:36:407',63,220.096466,263.380066,190.362503,206.325897,?,?,?,?
2960,'2020/01/08 02:05:36:457',63,220.453171,263.205566,190.081894,206.343826,?,?,?,?
2961,'2020/01/08 02:05:36:507',63,220.43367,263.237488,189.997696,206.312408,?,?,?,?
2962,'2020/01/08 02:05:36:557',63,220.414169,263.269409,189.913498,206.281006,?,?,?,?
2963,'2020/01/08 02:05:36:607',63,220.398438,263.316833,189.878159,206.273285,?,?,?,?
2964,'2020/01/08 02:05:36:662',63,220.308899,263.378998,189.941513,206.272842,?,?,?,?
2965,'2020/01/08 02:05:36:718',63,220.240814,263.42218,189.969864,206.237457,?,?,?,?
2966,'2020/01/08 02:05:36:769',63,220.184387,263.464111,190.001312,206.1604,?,?,?,?
2967,'2020/01/08 02:05:36:857',63,220.208237,263.538971,189.87146,205.980301,?,?,?,?
2968,'2020/01/08 02:05:36:907',63,220.229645,263.637787,189.783371,205.918777,?,?,?,?
2969,'2020/01/08 02:05:36:957',63,220.233963,263.690613,189.701736,205.818558,?,?,?,?
2970,'2020/01/08 02:05:37:007',63,220.270996,263.748962,189.677399,205.853287,?,?,?,?
2971,'2020/01/08 02:05:37:059',63,220.255157,263.795532,189.695679,205.840881,?,?,?,?
2972,'2020/01/08 02:05:37:107',63,220.266464,263.847321,189.648499,205.797333,?,?,?,?
2973,'2020/01/08 02:05:37:162',63,220.192001,263.871674,189.694656,205.866608,?,?,?,?
2974,'2020/01/08 02:05:37:217',63,220.114883,263.912598,189.79686,205.881058,?,?,?,?
2975,'2020/01/08 02:05:37:268',63,220.047394,263.965881,189.868942,205.857681,?,?,?,?
2976,'2020/01/08 02:05:37:357',63,220.033142,263.984344,189.884903,205.807739,?,?,?,?
2977,'2020/01/08 02:05:37:407',63,219.982468,263.972229,189.926132,205.782745,?,?,?,?
2978,'2020/01/08 02:05:37:457',63,219.914627,264.007843,190.070633,205.827499,?,?,?,?
2979,'2020/01/08 02:05:37:507',63,219.894012,264.049164,190.122223,205.834137,?,?,?,?
2980,'2020/01/08 02:05:37:557',63,219.527771,264.291534,190.327499,205.633011,?,?,?,?
2981,'2020/01/08 02:05:37:610',63,219.475845,264.345734,190.385071,205.503784,?,?,?,?
2982,'2020/01/08 02:05:37:667',63,219.797531,264.188843,190.25502,205.393661,?,?,?,?
2983,'2020/01/08 02:05:37:757',63,220.133347,264.035217,190.094452,205.310501,?,?,?,?
2984,'2020/01/08 02:05:37:807',63,220.142868,264.045746,190.099365,205.235901,?,?,?,?
2985,'2020/01/08 02:05:37:857',63,220.512207,263.8685,189.921326,205.202591,?,?,?,?
2986,'2020/01/08 02:05:37:907',63,220.869888,263.692474,189.740204,205.210938,?,?,?,?
2987,'2020/01/08 02:05:37:957',63,220.852371,263.660217,189.789261,205.246613,?,?,?,?
2988,'2020/01/08 02:05:38:007',63,220.850388,263.666016,189.826569,205.21875,?,?,?,?
2989,'2020/01/08 02:05:38:058',63,220.865509,263.717804,189.857437,205.229584,?,?,?,?
2990,'2020/01/08 02:06:05:256',64,338.994934,106.540726,165.668365,226.054016,?,?,?,?
2991,'2020/01/08 02:06:05:315',64,338.764923,106.926857,165.743851,225.684097,?,?,?,?
2992,'2020/01/08 02:06:05:406',64,338.332336,107.360832,166.077332,225.291077,?,?,?,?
2993,'2020/01/08 02:06:05:456',64,337.888153,107.745964,166.470291,225.000107,?,?,?,?
2994,'2020/01/08 02:06:05:512',64,337.50296,108.214317,166.760315,224.60936,?,?,?,?
